GeographyCode,DC1117EW0251,DC1117EW0252,DC1117EW0253,DC1117EW0254,DC1117EW0255,DC1117EW0256,DC1117EW0257,DC1117EW0258,DC1117EW0259,DC1117EW0260,DC1117EW0261
E02004014,20,31,32,10,22,31,13,18,188,71,117
E02004015,21,46,52,25,27,55,20,35,269,76,193
E02004016,32,40,54,26,28,43,17,26,240,73,167
E02004017,20,27,45,19,26,32,9,23,190,64,126
E02004018,18,26,45,17,28,35,12,23,287,72,215
E02004019,18,28,45,15,30,44,18,26,263,80,183
E02004020,20,28,64,24,40,42,14,28,245,75,170
E02004021,18,11,24,9,15,37,14,23,128,49,79
E02004022,13,20,33,17,16,26,11,15,138,56,82
E02004023,20,22,40,20,20,30,14,16,229,85,144
E02004024,35,38,56,27,29,36,18,18,194,74,120
E02004025,29,51,73,34,39,58,27,31,364,120,244
E02004026,24,42,54,19,35,36,10,26,274,75,199
E02004027,35,46,87,33,54,94,38,56,487,153,334
E02004028,22,30,36,14,22,50,25,25,221,75,146
E02004029,9,22,29,8,21,34,14,20,178,56,122
E02004030,22,20,41,16,25,25,9,16,162,60,102
E02004031,15,16,33,13,20,36,19,17,172,51,121
E02004032,17,32,51,19,32,51,16,35,189,72,117
E02004033,14,25,32,15,17,25,11,14,230,66,164
E02004034,22,16,45,16,29,34,9,25,201,62,139
E02004035,18,18,29,8,21,38,17,21,161,67,94
E02004036,24,26,32,13,19,39,16,23,223,63,160
E02004037,14,21,29,12,17,25,14,11,111,43,68
E02004038,20,28,38,16,22,54,14,40,310,76,234
E02004039,19,24,27,11,16,33,14,19,174,50,124
E02004040,19,21,27,11,16,22,9,13,159,55,104
E02004041,14,10,25,10,15,24,9,15,152,42,110
E02004043,17,19,37,17,20,31,10,21,179,53,126
E02004044,17,27,51,18,33,57,26,31,270,87,183
E02004045,20,25,45,18,27,48,19,29,191,76,115
E02004046,16,20,33,15,18,33,11,22,146,58,88
E02004047,8,12,26,15,11,18,10,8,145,31,114
E02004048,8,11,25,9,16,20,10,10,110,31,79
E02004049,20,40,51,9,42,40,13,27,249,65,184
E02004050,14,25,46,14,32,33,16,17,177,45,132
E02004051,15,31,37,12,25,38,19,19,187,63,124
E02004052,14,30,30,13,17,31,11,20,225,76,149
E02004053,21,27,30,11,19,24,8,16,142,49,93
E02004054,21,12,31,14,17,27,12,15,170,49,121
E02004055,14,35,41,18,23,50,25,25,196,65,131
E02004056,7,24,34,13,21,42,14,28,170,67,103
E02004057,7,11,17,8,9,26,14,12,100,35,65
E02004058,14,24,50,13,37,49,19,30,257,79,178
E02004059,12,25,57,23,34,34,10,24,251,72,179
E02004060,21,16,26,13,13,45,13,32,177,58,119
E02004061,21,20,34,4,30,24,13,11,200,56,144
E02004062,20,22,36,4,32,42,20,22,236,78,158
E02004063,26,28,53,21,32,44,16,28,276,84,192
E02004064,12,13,33,17,16,28,6,22,173,58,115
E02004065,19,40,77,38,39,63,24,39,289,93,196
E02004066,25,33,58,24,34,41,15,26,301,98,203
E02004067,14,23,29,7,22,20,8,12,152,46,106
E02004068,16,30,31,14,17,39,15,24,215,66,149
E02004069,20,30,41,20,21,58,25,33,233,81,152
E02004070,14,28,47,18,29,55,18,37,343,93,250
E02004071,13,20,27,9,18,27,9,18,156,52,104
E02004072,20,29,48,19,29,42,14,28,265,85,180
E02004073,36,27,40,15,25,46,18,28,265,86,179
E02004074,8,17,26,10,16,22,10,12,145,48,97
E02004075,15,22,46,24,22,33,13,20,185,70,115
E02004076,16,23,37,13,24,24,10,14,204,71,133
E02004077,18,20,37,16,21,44,15,29,176,52,124
E02004078,7,14,19,8,11,24,8,16,174,56,118
E02004080,13,24,42,12,30,39,15,24,229,66,163
E02004081,15,20,23,12,11,38,16,22,152,54,98
E02004082,8,22,32,14,18,29,6,23,257,72,185
E02004083,10,14,26,12,14,20,7,13,112,35,77
E02004084,19,25,40,13,27,51,16,35,216,64,152
E02004085,23,31,38,17,21,47,18,29,248,78,170
E02004086,20,18,47,17,30,36,15,21,197,66,131
E02004087,13,22,31,13,18,39,16,23,187,72,115
E02004088,16,23,28,13,15,42,18,24,161,61,100
E02004089,6,16,22,11,11,23,7,16,108,38,70
E02004090,13,14,30,11,19,30,13,17,156,50,106
E02004091,19,21,27,9,18,21,11,10,156,52,104
E02004092,15,24,39,20,19,44,17,27,195,68,127
E02004093,10,20,30,14,16,8,4,4,111,38,73
E02004094,6,25,20,7,13,23,8,15,94,24,70
E02004095,10,27,38,13,25,42,14,28,203,49,154
E02004096,23,16,47,23,24,43,16,27,170,58,112
E02004097,12,22,18,7,11,17,8,9,108,42,66
E02004098,18,23,31,11,20,36,14,22,163,52,111
E02004100,9,20,45,24,21,38,17,21,198,70,128
E02004102,14,40,43,20,23,55,15,40,348,91,257
E02004103,4,17,35,15,20,27,5,22,113,41,72
E02004104,11,18,34,14,20,24,12,12,128,47,81
E02004105,12,20,26,10,16,23,10,13,191,52,139
E02004106,21,14,29,13,16,32,15,17,175,72,103
E02004108,12,30,43,13,30,47,24,23,280,80,200
E02004109,18,27,47,23,24,30,13,17,197,76,121
E02004110,11,28,30,12,18,30,16,14,126,45,81
E02004111,16,13,34,15,19,21,7,14,114,40,74
E02004112,22,26,54,26,28,46,21,25,237,100,137
E02004113,19,35,45,16,29,30,14,16,209,66,143
E02004114,24,28,49,20,29,40,13,27,200,77,123
E02004115,25,22,40,14,26,28,12,16,196,67,129
E02004116,13,25,42,16,26,30,15,15,211,61,150
E02004117,19,22,53,23,30,32,14,18,174,61,113
E02004118,16,14,28,11,17,22,11,11,138,58,80
E02004119,19,25,27,11,16,23,10,13,135,59,76
E02004120,11,18,26,13,13,29,9,20,89,35,54
E02004121,15,17,32,12,20,31,13,18,138,50,88
E02004122,18,13,28,11,17,30,20,10,188,65,123
E02004123,14,27,39,20,19,31,11,20,176,52,124
E02004124,18,19,37,14,23,22,5,17,143,54,89
E02004125,14,17,34,16,18,26,10,16,135,40,95
E02004126,18,24,37,14,23,26,11,15,136,37,99
E02004128,17,28,45,20,25,52,15,37,256,76,180
E02004129,11,20,38,17,21,28,15,13,193,69,124
E02004130,17,45,63,26,37,67,24,43,317,97,220
E02004131,16,38,29,15,14,36,17,19,197,80,117
E02004132,17,30,35,14,21,38,22,16,201,82,119
E02004133,23,46,60,30,30,60,29,31,376,145,231
E02004134,22,24,34,14,20,41,20,21,188,69,119
E02004135,37,40,84,38,46,64,22,42,417,147,270
E02004136,30,37,49,15,34,49,23,26,315,129,186
E02004137,16,24,42,22,20,52,24,28,251,87,164
E02004138,39,45,82,28,54,72,31,41,579,190,389
E02004139,31,47,70,29,41,70,24,46,346,118,228
E02004140,33,46,92,37,55,79,31,48,569,182,387
E02004141,14,17,35,16,19,39,14,25,192,76,116
E02004142,16,19,38,15,23,33,17,16,183,72,111
E02004143,18,27,46,16,30,42,12,30,207,68,139
E02004144,20,30,47,16,31,48,22,26,280,98,182
E02004145,24,43,66,23,43,81,30,51,501,157,344
E02004146,14,28,25,12,13,22,8,14,207,64,143
E02004147,19,15,21,5,16,28,8,20,211,54,157
E02004148,40,73,87,29,58,77,31,46,613,182,431
E02004149,17,23,51,19,32,27,12,15,189,72,117
E02004150,9,14,24,10,14,23,8,15,96,28,68
E02004151,24,29,40,17,23,51,12,39,224,80,144
E02004152,4,24,25,7,18,20,3,17,172,33,139
E02004153,14,7,21,7,14,13,6,7,77,27,50
E02004154,11,16,28,10,18,33,12,21,162,45,117
E02004155,23,35,46,14,32,52,21,31,279,79,200
E02004156,16,24,35,9,26,36,13,23,230,52,178
E02004157,14,29,43,19,24,33,14,19,297,74,223
E02004158,9,16,22,4,18,26,10,16,188,50,138
E02004159,18,21,35,17,18,28,14,14,135,53,82
E02004160,27,30,41,9,32,54,22,32,268,77,191
E02004161,9,31,35,10,25,37,11,26,183,64,119
E02004162,14,32,41,15,26,35,17,18,255,78,177
E02004163,22,45,53,20,33,56,17,39,331,93,238
E02004164,23,19,36,19,17,33,10,23,177,68,109
E02004165,17,23,48,21,27,56,27,29,244,84,160
E02004166,21,16,33,16,17,38,13,25,188,71,117
E02004167,17,12,29,14,15,27,15,12,166,55,111
E02004168,11,19,34,16,18,41,16,25,197,57,140
E02004169,16,24,34,15,19,36,14,22,188,67,121
E02004170,20,16,52,23,29,38,14,24,222,63,159
E02004171,18,27,35,14,21,35,12,23,222,88,134
E02004172,19,17,30,13,17,30,8,22,126,48,78
E02004173,16,14,24,14,10,38,17,21,167,55,112
E02004174,17,32,45,20,25,34,10,24,293,94,199
E02004175,7,24,39,16,23,25,12,13,175,50,125
E02004176,22,25,50,17,33,26,9,17,180,68,112
E02004177,13,21,41,16,25,34,11,23,197,70,127
E02004178,16,17,36,17,19,31,13,18,191,71,120
E02004179,30,35,59,23,36,49,18,31,319,104,215
E02004180,23,19,30,12,18,22,5,17,162,57,105
E02004181,10,21,35,13,22,31,9,22,184,49,135
E02004182,18,24,30,14,16,28,13,15,200,51,149
E02004183,16,25,59,21,38,36,16,20,274,75,199
E02004184,19,24,21,8,13,28,12,16,160,53,107
E02004185,27,26,54,21,33,50,10,40,268,92,176
E02004186,21,27,41,13,28,38,17,21,180,65,115
E02004187,20,29,51,20,31,50,21,29,328,100,228
E02004188,16,27,41,21,20,45,21,24,197,70,127
E02004189,10,5,17,8,9,10,3,7,90,26,64
E02004190,12,32,42,13,29,37,14,23,238,83,155
E02004191,20,39,56,23,33,58,15,43,274,88,186
E02004192,22,21,51,24,27,42,16,26,200,87,113
E02004193,18,34,54,22,32,43,18,25,274,69,205
E02004194,11,17,35,13,22,25,6,19,197,63,134
E02004195,14,23,37,21,16,49,9,40,228,75,153
E02004196,25,19,38,16,22,51,20,31,251,84,167
E02004197,26,23,42,13,29,38,18,20,232,91,141
E02004198,30,26,43,15,28,53,14,39,326,110,216
E02004199,31,30,50,23,27,38,17,21,213,77,136
E02004200,24,23,58,28,30,44,15,29,266,95,171
E02004201,18,27,28,11,17,28,16,12,170,49,121
E02004202,18,30,36,13,23,38,17,21,228,89,139
E02004203,15,16,43,11,32,35,9,26,225,82,143
E02004204,26,40,65,20,45,51,27,24,250,83,167
E02004205,20,18,43,18,25,42,19,23,188,65,123
E02004206,28,39,73,26,47,56,14,42,416,136,280
E02004207,32,26,35,13,22,37,16,21,170,68,102
E02004208,22,29,77,35,42,39,17,22,339,124,215
E02004209,27,28,52,16,36,39,14,25,239,76,163
E02004210,18,45,59,12,47,49,18,31,407,104,303
E02004211,21,28,56,20,36,60,30,30,315,106,209
E02004212,11,19,31,7,24,22,7,15,146,43,103
E02004213,12,19,28,11,17,43,21,22,205,75,130
E02004214,10,16,28,10,18,31,6,25,207,55,152
E02004215,18,28,45,18,27,28,10,18,290,82,208
E02004216,11,17,36,19,17,39,13,26,157,66,91
E02004217,24,25,41,20,21,43,12,31,259,80,179
E02004218,11,20,26,11,15,35,15,20,181,73,108
E02004219,16,27,45,19,26,32,13,19,216,81,135
E02004220,35,27,36,14,22,40,12,28,216,76,140
E02004221,29,39,60,24,36,37,17,20,332,87,245
E02004222,8,19,29,12,17,39,14,25,183,56,127
E02004223,21,31,38,11,27,40,16,24,210,71,139
E02004224,17,27,36,15,21,26,11,15,190,64,126
E02004225,16,17,33,11,22,23,7,16,183,55,128
E02004226,19,21,35,18,17,38,16,22,201,73,128
E02004227,29,34,42,21,21,51,19,32,269,95,174
E02004228,26,23,39,19,20,34,13,21,176,66,110
E02004229,28,25,40,18,22,48,21,27,220,78,142
E02004230,21,31,53,20,33,22,12,10,246,73,173
E02004231,15,24,36,16,20,36,11,25,187,59,128
E02004232,14,18,33,9,24,31,9,22,187,59,128
E02004233,31,56,73,26,47,83,30,53,443,133,310
E02004234,20,24,38,20,18,29,11,18,230,71,159
E02004235,16,25,37,17,20,28,10,18,256,82,174
E02004236,19,26,38,13,25,22,10,12,191,73,118
E02004237,21,31,52,21,31,58,27,31,332,123,209
E02004238,52,65,95,36,59,111,50,61,690,265,425
E02004239,21,33,57,31,26,53,19,34,327,129,198
E02004240,11,23,27,9,18,24,7,17,136,44,92
E02004241,36,53,58,17,41,62,22,40,362,117,245
E02004242,42,42,86,35,51,83,36,47,456,169,287
E02004243,18,15,28,14,14,21,12,9,163,55,108
E02004244,27,36,63,25,38,52,20,32,277,118,159
E02004245,30,28,48,27,21,48,21,27,261,106,155
E02004246,42,42,68,26,42,51,24,27,332,134,198
E02004247,16,13,30,18,12,35,19,16,182,63,119
E02004248,29,49,74,30,44,77,30,47,516,174,342
E02004249,14,20,36,17,19,23,9,14,121,54,67
E02004250,39,59,75,35,40,94,30,64,531,211,320
E02004251,18,30,55,28,27,50,22,28,274,109,165
E02004252,24,40,68,21,47,75,23,52,426,130,296
E02004253,50,70,114,49,65,105,34,71,522,183,339
E02004254,38,30,63,30,33,44,17,27,228,81,147
E02004255,27,35,65,25,40,63,22,41,369,123,246
E02004256,31,28,50,20,30,39,20,19,224,93,131
E02004257,15,33,52,21,31,40,14,26,331,99,232
E02004258,43,52,90,38,52,57,29,28,362,122,240
E02004259,29,20,38,13,25,31,13,18,233,87,146
E02004260,15,18,36,20,16,33,16,17,170,70,100
E02004261,19,35,56,21,35,56,24,32,308,83,225
E02004262,19,29,29,12,17,34,14,20,153,59,94
E02004263,13,21,33,13,20,30,9,21,146,48,98
E02004264,19,22,37,17,20,39,14,25,198,70,128
E02004265,35,37,63,22,41,64,25,39,278,101,177
E02004266,8,18,49,27,22,30,15,15,182,62,120
E02004267,15,20,38,14,24,21,12,9,216,82,134
E02004268,44,61,65,27,38,80,32,48,512,182,330
E02004269,36,59,92,37,55,66,26,40,557,154,403
E02004270,28,51,53,31,22,50,21,29,263,104,159
E02004271,52,47,77,34,43,71,31,40,369,142,227
E02004272,35,37,76,45,31,66,29,37,335,134,201
E02004273,29,48,65,27,38,64,29,35,396,112,284
E02004274,22,32,52,14,38,48,20,28,293,93,200
E02004275,26,34,45,18,27,45,18,27,279,102,177
E02004276,19,39,48,21,27,39,13,26,348,119,229
E02004277,34,44,71,27,44,68,30,38,565,134,431
E02004278,25,42,45,15,30,55,27,28,271,106,165
E02004279,19,28,46,22,24,44,17,27,282,101,181
E02004280,21,20,59,26,33,41,18,23,192,85,107
E02004281,9,20,34,15,19,16,7,9,106,44,62
E02004282,43,53,81,40,41,71,33,38,413,133,280
E02004283,28,37,50,22,28,48,27,21,288,108,180
E02004284,24,38,47,19,28,58,27,31,309,94,215
E02004285,16,26,43,19,24,38,16,22,268,74,194
E02004286,14,22,20,5,15,18,11,7,130,48,82
E02004287,20,18,32,15,17,33,11,22,139,47,92
E02004288,6,7,17,11,6,17,7,10,109,39,70
E02004289,14,25,24,13,11,24,13,11,142,49,93
E02004290,12,7,11,4,7,10,7,3,67,23,44
E02004291,9,23,38,14,24,22,7,15,131,35,96
E02004292,23,29,40,20,20,37,18,19,142,53,89
E02004293,16,41,60,24,36,62,23,39,281,82,199
E02004294,10,22,28,9,19,42,16,26,154,63,91
E02004295,15,23,29,13,16,31,11,20,143,48,95
E02004296,18,21,23,12,11,24,9,15,119,48,71
E02004297,17,21,29,12,17,29,13,16,160,53,107
E02004298,22,28,35,20,15,41,12,29,253,82,171
E02004299,15,20,34,12,22,47,22,25,223,59,164
E02004300,9,21,28,9,19,35,14,21,158,35,123
E02004301,11,22,36,14,22,35,8,27,168,61,107
E02004302,11,17,35,14,21,26,8,18,155,42,113
E02004303,24,32,43,16,27,55,20,35,276,79,197
E02004304,19,38,44,19,25,44,12,32,239,88,151
E02004305,17,12,31,10,21,27,15,12,165,51,114
E02004306,13,20,28,10,18,32,9,23,171,61,110
E02004307,6,26,30,11,19,25,10,15,163,55,108
E02004308,19,20,24,9,15,24,8,16,98,31,67
E02004309,11,24,35,16,19,41,13,28,179,48,131
E02004310,18,16,33,18,15,22,5,17,118,45,73
E02004311,18,30,36,17,19,31,17,14,155,56,99
E02004312,22,25,41,16,25,47,24,23,217,71,146
E02004313,5,16,16,7,9,18,7,11,84,32,52
E02004314,13,15,30,14,16,25,10,15,173,46,127
E02004315,19,18,35,12,23,37,16,21,183,56,127
E02004316,10,18,15,10,5,21,12,9,98,38,60
E02004317,14,20,43,16,27,41,12,29,166,44,122
E02004318,15,20,18,3,15,27,13,14,178,50,128
E02004319,16,17,29,14,15,19,10,9,116,54,62
E02004320,14,29,43,16,27,46,19,27,196,74,122
E02004321,12,35,41,22,19,34,10,24,172,56,116
E02004322,22,25,36,17,19,45,19,26,172,62,110
E02004323,13,20,30,13,17,39,18,21,174,56,118
E02004324,13,9,26,13,13,26,13,13,87,34,53
E02004325,16,27,37,14,23,47,18,29,178,50,128
E02004326,17,10,23,12,11,27,17,10,122,38,84
E02004327,14,24,36,10,26,21,13,8,125,30,95
E02004328,14,22,24,11,13,24,6,18,81,26,55
E02004329,11,17,28,9,19,18,8,10,76,28,48
E02004330,15,12,34,13,21,34,12,22,138,53,85
E02004331,15,26,30,12,18,36,8,28,165,61,104
E02004332,12,15,26,11,15,26,6,20,108,32,76
E02004333,20,17,23,13,10,31,12,19,141,56,85
E02004334,21,28,31,7,24,25,8,17,134,50,84
E02004335,11,24,26,7,19,29,12,17,151,44,107
E02004336,22,28,50,19,31,41,13,28,207,52,155
E02004337,14,22,51,21,30,44,22,22,196,70,126
E02004338,16,15,28,9,19,25,7,18,116,39,77
E02004339,21,26,26,5,21,41,12,29,174,45,129
E02004340,23,35,45,21,24,53,25,28,274,91,183
E02004341,9,21,23,8,15,14,4,10,105,46,59
E02004342,6,12,17,4,13,18,8,10,88,20,68
E02004343,13,29,31,16,15,26,10,16,123,37,86
E02004344,29,39,39,13,26,32,8,24,170,60,110
E02004345,29,39,83,33,50,53,31,22,343,128,215
E02004346,15,12,26,14,12,25,13,12,116,44,72
E02004347,28,35,38,14,24,35,10,25,276,75,201
E02004348,20,33,38,14,24,41,15,26,207,69,138
E02004349,18,26,32,15,17,42,17,25,179,45,134
E02004350,15,29,43,15,28,34,16,18,227,75,152
E02004351,14,19,37,17,20,36,12,24,169,61,108
E02004352,15,16,35,13,22,21,10,11,188,48,140
E02004353,21,26,29,17,12,37,13,24,208,59,149
E02004354,12,19,27,9,18,31,11,20,154,51,103
E02004355,12,22,37,16,21,25,5,20,154,47,107
E02004356,15,23,35,13,22,26,11,15,145,53,92
E02004357,11,12,18,10,8,23,8,15,144,52,92
E02004358,29,40,75,32,43,61,28,33,285,113,172
E02004359,30,47,55,26,29,60,27,33,363,120,243
E02004361,32,39,59,16,43,61,28,33,316,111,205
E02004362,11,33,43,15,28,31,15,16,225,68,157
E02004363,29,46,63,20,43,74,24,50,593,152,441
E02004364,29,51,76,33,43,77,26,51,448,118,330
E02004365,5,10,21,4,17,33,15,18,131,34,97
E02004366,17,51,72,26,46,99,36,63,525,139,386
E02004367,47,66,93,34,59,109,44,65,648,232,416
E02004368,15,28,24,8,16,28,7,21,134,46,88
E02004369,39,51,75,32,43,74,28,46,372,129,243
E02004370,9,18,31,12,19,30,11,19,125,42,83
E02004371,10,12,34,21,13,27,9,18,144,48,96
E02004372,10,8,18,5,13,15,4,11,80,28,52
E02004373,24,27,42,15,27,42,17,25,264,83,181
E02004374,9,13,32,12,20,16,8,8,196,47,149
E02004375,15,27,34,12,22,28,16,12,200,54,146
E02004376,7,16,21,10,11,32,11,21,134,31,103
E02004377,27,53,61,18,43,70,27,43,525,124,401
E02004378,19,28,28,11,17,41,16,25,242,70,172
E02004379,11,23,37,8,29,30,11,19,166,57,109
E02004380,17,31,59,31,28,64,23,41,353,110,243
E02004381,16,37,51,19,32,40,16,24,273,92,181
E02004382,20,32,40,20,20,38,18,20,253,94,159
E02004383,14,31,33,10,23,38,14,24,180,64,116
E02004384,34,27,44,16,28,37,5,32,283,69,214
E02004385,22,30,59,26,33,33,15,18,254,101,153
E02004386,15,18,38,13,25,38,17,21,131,42,89
E02004387,10,16,21,7,14,16,4,12,90,30,60
E02004388,15,29,42,26,16,42,17,25,236,74,162
E02004389,46,54,79,36,43,98,40,58,575,200,375
E02004390,31,48,73,40,33,79,33,46,333,131,202
E02004391,27,30,52,14,38,53,17,36,407,115,292
E02004392,17,28,39,15,24,43,18,25,223,76,147
E02004393,23,33,32,13,19,46,18,28,212,68,144
E02004394,19,32,38,14,24,29,15,14,235,84,151
E02004395,22,47,58,27,31,47,21,26,272,86,186
E02004396,28,41,63,29,34,63,24,39,356,146,210
E02004397,24,40,48,21,27,58,25,33,350,107,243
E02004398,17,31,43,19,24,54,24,30,286,97,189
E02004399,35,55,95,44,51,81,33,48,537,182,355
E02004400,49,66,117,45,72,126,59,67,778,282,496
E02004401,56,69,107,41,66,112,48,64,663,235,428
E02004402,28,75,77,22,55,83,27,56,712,167,545
E02004403,11,22,36,17,19,32,11,21,147,54,93
E02004404,20,18,30,10,20,28,12,16,163,63,100
E02004405,18,13,31,8,23,25,13,12,148,53,95
E02004406,32,22,61,31,30,43,18,25,371,92,279
E02004407,21,24,42,28,14,32,9,23,254,90,164
E02004408,9,19,30,13,17,31,11,20,133,45,88
E02004409,10,13,34,14,20,25,8,17,233,68,165
E02004410,26,29,45,13,32,38,15,23,190,61,129
E02004411,18,34,44,14,30,45,19,26,268,82,186
E02004412,29,31,43,14,29,39,18,21,254,93,161
E02004413,18,15,32,15,17,33,18,15,222,62,160
E02004414,8,17,31,8,23,24,6,18,112,30,82
E02004415,12,14,28,17,11,22,11,11,144,52,92
E02004416,21,22,39,16,23,36,17,19,190,64,126
E02004417,18,29,47,18,29,41,17,24,263,96,167
E02004418,17,21,30,10,20,35,13,22,175,60,115
E02004419,8,23,41,18,23,34,17,17,237,70,167
E02004420,42,44,83,34,49,72,38,34,392,124,268
E02004421,32,45,61,20,41,81,26,55,476,141,335
E02004422,27,49,56,22,34,71,32,39,320,116,204
E02004423,34,63,72,28,44,56,25,31,402,148,254
E02004424,9,10,15,6,9,23,11,12,69,29,40
E02004425,13,18,30,14,16,31,12,19,219,76,143
E02004426,19,27,42,13,29,42,20,22,196,68,128
E02004427,22,38,55,22,33,40,21,19,272,93,179
E02004428,18,36,39,12,27,34,17,17,250,78,172
E02004429,21,31,51,27,24,44,18,26,211,74,137
E02004430,16,17,31,16,15,33,14,19,103,38,65
E02004431,10,17,22,10,12,18,5,13,123,37,86
E02004432,17,20,29,8,21,22,13,9,97,36,61
E02004433,10,21,36,15,21,30,15,15,174,46,128
E02004434,4,14,25,8,17,14,7,7,128,43,85
E02004435,35,23,44,16,28,46,16,30,147,52,95
E02004436,6,11,28,15,13,21,4,17,112,23,89
E02004437,24,25,27,12,15,41,15,26,144,52,92
E02004438,23,48,48,19,29,58,18,40,392,99,293
E02004439,9,13,16,11,5,18,6,12,92,31,61
E02004440,11,30,26,6,20,33,9,24,135,51,84
E02004441,12,18,42,12,30,32,8,24,125,38,87
E02004442,17,15,23,12,11,22,3,19,116,36,80
E02004443,23,24,40,16,24,32,14,18,161,59,102
E02004444,14,23,21,6,15,16,6,10,132,39,93
E02004445,5,19,38,16,22,29,13,16,137,36,101
E02004446,16,13,25,14,11,22,12,10,120,45,75
E02004447,11,24,31,18,13,26,9,17,120,38,82
E02004448,16,20,36,14,22,40,14,26,195,63,132
E02004449,20,24,33,8,25,35,19,16,251,66,185
E02004450,14,19,35,21,14,23,9,14,147,58,89
E02004451,30,37,45,14,31,43,21,22,273,83,190
E02004452,22,38,38,16,22,45,10,35,325,88,237
E02004453,19,17,33,8,25,31,15,16,164,55,109
E02004454,13,27,38,14,24,39,15,24,264,74,190
E02004455,8,18,31,12,19,22,10,12,100,45,55
E02004456,17,13,27,10,17,36,15,21,128,43,85
E02004457,21,18,47,17,30,30,11,19,224,83,141
E02004458,19,21,27,10,17,23,5,18,138,54,84
E02004459,29,30,56,18,38,36,17,19,278,90,188
E02004460,17,24,27,6,21,29,11,18,129,47,82
E02004461,5,7,7,4,3,13,6,7,76,27,49
E02004462,25,29,48,12,36,53,15,38,350,96,254
E02004463,25,32,46,17,29,50,25,25,226,79,147
E02004464,29,24,52,24,28,42,18,24,236,80,156
E02004465,8,28,39,20,19,23,14,9,185,54,131
E02004466,18,40,57,21,36,48,14,34,250,100,150
E02004467,9,27,35,14,21,32,12,20,255,80,175
E02004468,33,36,82,33,49,68,30,38,348,157,191
E02004469,17,17,34,19,15,34,17,17,156,64,92
E02004470,9,28,40,15,25,44,11,33,290,88,202
E02004471,19,27,46,10,36,39,17,22,316,95,221
E02004472,11,19,39,12,27,31,18,13,154,52,102
E02004473,15,21,32,15,17,23,10,13,125,38,87
E02004474,18,21,37,17,20,34,12,22,248,88,160
E02004475,14,24,26,9,17,28,11,17,138,46,92
E02004476,26,18,33,18,15,37,11,26,194,70,124
E02004477,26,28,41,22,19,42,20,22,236,87,149
E02004478,15,32,32,15,17,43,11,32,273,88,185
E02004479,30,31,41,15,26,33,13,20,254,75,179
E02004480,7,14,16,8,8,14,3,11,87,43,44
E02004481,20,36,44,17,27,39,25,14,190,66,124
E02004482,12,20,18,9,9,29,10,19,177,48,129
E02004483,22,21,47,19,28,39,17,22,198,61,137
E02004484,19,23,43,18,25,37,11,26,194,54,140
E02004485,15,20,30,13,17,29,16,13,159,47,112
E02004486,20,29,44,18,26,32,12,20,275,79,196
E02004487,16,28,35,15,20,40,16,24,235,86,149
E02004488,13,25,31,13,18,20,7,13,172,52,120
E02004489,10,21,30,18,12,20,6,14,99,43,56
E02004490,12,24,41,17,24,31,10,21,226,76,150
E02004491,16,13,43,22,21,33,11,22,144,67,77
E02004492,5,17,31,9,22,23,13,10,123,36,87
E02004493,19,20,44,16,28,44,23,21,241,72,169
E02004494,11,26,38,19,19,35,12,23,218,44,174
E02004495,24,30,60,21,39,46,23,23,229,93,136
E02004496,16,22,38,16,22,37,18,19,215,79,136
E02004497,22,23,50,25,25,47,21,26,262,84,178
E02004498,15,17,32,13,19,44,17,27,215,77,138
E02004499,13,10,22,11,11,11,4,7,72,29,43
E02004500,19,26,41,19,22,38,18,20,187,67,120
E02004501,13,16,26,9,17,27,11,16,138,54,84
E02004502,23,28,36,16,20,27,15,12,150,54,96
E02004503,7,20,30,9,21,28,16,12,141,54,87
E02004504,11,23,29,11,18,26,7,19,141,36,105
E02004505,10,19,32,13,19,25,10,15,130,49,81
E02004506,14,24,35,18,17,34,14,20,205,66,139
E02004507,9,15,19,9,10,13,4,9,99,37,62
E02004508,14,24,32,17,15,29,13,16,137,49,88
E02004509,21,16,27,11,16,34,16,18,128,48,80
E02004512,16,31,41,15,26,57,22,35,263,61,202
E02004513,1,19,13,2,11,23,16,7,113,22,91
E02004514,18,18,46,16,30,38,23,15,242,57,185
E02004515,7,11,34,12,22,32,12,20,183,53,130
E02004516,5,8,28,9,19,22,13,9,88,27,61
E02004517,20,26,56,23,33,40,13,27,252,75,177
E02004518,10,14,20,6,14,17,7,10,133,38,95
E02004519,28,31,55,30,25,54,27,27,235,88,147
E02004520,12,8,20,8,12,24,7,17,110,28,82
E02004521,21,28,28,9,19,35,11,24,200,52,148
E02004522,15,19,33,13,20,41,17,24,175,65,110
E02004523,18,29,34,9,25,24,16,8,122,43,79
E02004524,14,28,36,19,17,37,18,19,149,55,94
E02004525,18,26,50,18,32,37,15,22,209,75,134
E02004526,27,44,60,25,35,57,25,32,320,98,222
E02004527,24,24,38,15,23,34,18,16,179,45,134
E02004528,19,25,34,21,13,35,19,16,178,65,113
E02004529,18,20,33,19,14,31,13,18,90,40,50
E02004530,22,27,39,19,20,32,9,23,176,58,118
E02004531,21,27,40,11,29,35,9,26,213,71,142
E02004532,21,18,31,13,18,34,14,20,209,61,148
E02004533,11,25,43,16,27,32,12,20,238,66,172
E02004534,10,15,29,18,11,14,5,9,143,41,102
E02004535,21,22,29,13,16,27,7,20,129,47,82
E02004536,22,24,32,11,21,47,18,29,241,84,157
